INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,DISTRICT,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,STREET
I182041682,1102,Fraud,D4,30-05-2018 20:13,2018,5,Wednesday,W NEWTON ST
I182041680,1843,Drug Violation,B3,30-05-2018 20:11,2018,5,Wednesday,BLUE HILL AVE
I182041679,1843,Drug Violation,B3,30-05-2018 20:11,2018,5,Wednesday,BLUE HILL AVE
I182041677,3122,Aircraft,A7,30-05-2018 19:03,2018,5,Wednesday,PRESCOTT ST
I182041676,3001,Medical Assistance,A7,30-05-2018 19:28,2018,5,Wednesday,SUMNER ST
I182041674,3115,Investigate Person,B3,30-05-2018 19:40,2018,5,Wednesday,KINGSDALE ST
I182041673,3006,Medical Assistance,D14,30-05-2018 18:59,2018,5,Wednesday,WARREN ST
I182041672,613,Larceny,E13,30-05-2018 18:48,2018,5,Wednesday,CENTRE ST
I182041671,3208,Property Lost,E18,30-05-2018 18:58,2018,5,Wednesday,AMERICAN LEGION HWY
I182041670,3802,Motor Vehicle Accident Response,A15,30-05-2018 18:32,2018,5,Wednesday,ROLAND ST
I182041669,3201,Property Lost,D4,27-05-2018 22:00,2018,5,Sunday,BROOKLINE AVE
I182041668,3502,Missing Person Located,E5,30-05-2018 18:15,2018,5,Wednesday,ROSECLIFF ST
I182041668,3501,Missing Person Reported,E5,30-05-2018 18:15,2018,5,Wednesday,ROSECLIFF ST
I182041666,613,Larceny,D4,30-05-2018 17:35,2018,5,Wednesday,NEWBURY ST
I182041665,3502,Missing Person Located,B2,30-05-2018 17:30,2018,5,Wednesday,DUDLEY ST
I182041665,3501,Missing Person Reported,B2,30-05-2018 17:30,2018,5,Wednesday,DUDLEY ST
I182041664,614,Larceny From Motor Vehicle,D4,30-05-2018 10:30,2018,5,Wednesday,FATHER FRANCIS J GILDAY S
I182041663,3831,Motor Vehicle Accident Response,E18,25-05-2018 13:30,2018,5,Friday,CLEVELAND ST
I182041662,1102,Fraud,C11,29-05-2018 13:18,2018,5,Tuesday,BOWDOIN ST
I182041661,3301,Verbal Disputes,B2,30-05-2018 18:07,2018,5,Wednesday,WINSLOW ST
I182041659,3831,Motor Vehicle Accident Response,D14,30-05-2018 18:35,2018,5,Wednesday,CHESTNUT HILL AVE
I182041658,2906,Violations,B2,30-05-2018 17:32,2018,5,Wednesday,CLIFFORD ST
I182041658,3831,Motor Vehicle Accident Response,B2,30-05-2018 17:32,2018,5,Wednesday,CLIFFORD ST
I182041656,3201,Property Lost,C11,2/5/2018 12:00,2018,5,Wednesday,WINTER ST
I182041655,3802,Motor Vehicle Accident Response,C6,30-05-2018 18:07,2018,5,Wednesday,A ST
I182041654,520,Residential Burglary,E13,30-05-2018 16:00,2018,5,Wednesday,MONTEBELLO RD
I182041653,619,Larceny,C6,30-05-2018 17:12,2018,5,Wednesday,DRESSER ST
I182041652,3805,Motor Vehicle Accident Response,D14,30-05-2018 17:20,2018,5,Wednesday,BEACON ST
I182041651,1402,Vandalism,D4,30-05-2018 08:15,2018,5,Wednesday,COLUMBUS AVE
I182041650,3831,Motor Vehicle Accident Response,D4,27-05-2018 08:00,2018,5,Sunday,BOYLSTON ST
I182041649,413,Aggravated Assault,E18,30-05-2018 15:30,2018,5,Wednesday,
I182041646,3006,Medical Assistance,C11,30-05-2018 17:17,2018,5,Wednesday,RADFORD LN
I182041645,1830,Drug Violation,A7,30-05-2018 17:22,2018,5,Wednesday,BORDER ST
I182041644,3410,Towed,B3,30-05-2018 16:38,2018,5,Wednesday,LORNE ST
I182041643,3831,Motor Vehicle Accident Response,A1,30-05-2018 17:00,2018,5,Wednesday,FRIEND ST
I182041642,3109,Police Service Incidents,B3,30-05-2018 17:24,2018,5,Wednesday,ELLINGTON ST
I182041641,3831,Motor Vehicle Accident Response,E13,30-05-2018 12:55,2018,5,Wednesday,CENTRE ST
I182041640,3006,Medical Assistance,B2,30-05-2018 17:03,2018,5,Wednesday,DEWEY ST
I182041639,3115,Investigate Person,B2,30-05-2018 17:39,2018,5,Wednesday,LONGWOOD AVE
I182041638,1402,Vandalism,B2,25-05-2018 16:00,2018,5,Friday,WIGGLESWORTH ST
I182041637,3201,Property Lost,D14,27-05-2018 19:00,2018,5,Sunday,SOLDIERS FIELD RD
I182041636,802,Simple Assault,B2,30-05-2018 16:21,2018,5,Wednesday,WILLIAMS ST
I182041635,619,Larceny,D4,30-05-2018 16:18,2018,5,Wednesday,BROOKLINE AVE
I182041634,423,Aggravated Assault,B2,30-05-2018 16:22,2018,5,Wednesday,WALNUT AVE
I182041633,3831,Motor Vehicle Accident Response,D4,30-05-2018 16:30,2018,5,Wednesday,CHARLESGATE W
I182041631,3006,Medical Assistance,C6,30-05-2018 16:46,2018,5,Wednesday,ORTON-MAROTTA WAY
I182041630,801,Simple Assault,C6,30-05-2018 17:09,2018,5,Wednesday,F ST
I182041629,617,Larceny,D4,28-05-2018 19:00,2018,5,Monday,LANSDOWNE ST
I182041628,802,Simple Assault,C11,15-05-2018 14:00,2018,5,Tuesday,BRENT ST
I182041627,617,Larceny,D4,22-05-2018 16:44,2018,5,Tuesday,WESTLAND AVE
I182041626,3301,Verbal Disputes,C6,30-05-2018 16:40,2018,5,Wednesday,W BROADWAY
I182041625,3115,Investigate Person,C11,30-05-2018 16:37,2018,5,Wednesday,SAWYER AVE
I182041624,3803,Motor Vehicle Accident Response,B3,30-05-2018 16:30,2018,5,Wednesday,ASPINWALL RD
I182041623,614,Larceny From Motor Vehicle,D4,30-05-2018 09:00,2018,5,Wednesday,MASSACHUSETTS AVE
I182041621,1106,Confidence Games,C11,30-05-2018 11:05,2018,5,Wednesday,SYDNEY ST
I182041620,1810,Drug Violation,B2,30-05-2018 16:49,2018,5,Wednesday,WASHINGTON ST
I182041619,3831,Motor Vehicle Accident Response,B2,30-05-2018 16:48,2018,5,Wednesday,QUINCY ST
I182041618,2657,Other,A1,30-05-2018 16:30,2018,5,Wednesday,LAGRANGE ST
I182041618,1849,Drug Violation,A1,30-05-2018 16:30,2018,5,Wednesday,LAGRANGE ST
I182041617,2629,Harassment,E13,30-05-2018 16:37,2018,5,Wednesday,CLEAVES ST
I182041616,423,Aggravated Assault,D4,30-05-2018 15:58,2018,5,Wednesday,BOYLSTON ST
I182041616,802,Simple Assault,D4,30-05-2018 15:58,2018,5,Wednesday,BOYLSTON ST
I182041615,1102,Fraud,A1,28-05-2018 13:45,2018,5,Monday,WINTER ST
I182041614,3301,Verbal Disputes,A7,30-05-2018 15:58,2018,5,Wednesday,WORDSWORTH ST
I182041613,3830,Motor Vehicle Accident Response,E5,30-05-2018 16:26,2018,5,Wednesday,POWELL ST
I182041611,1102,Fraud,E5,2/3/2018 9:30,2018,3,Friday,BLUE LEDGE DR
I182041610,802,Simple Assault,C11,30-05-2018 15:27,2018,5,Wednesday,BOWDOIN ST
I182041609,802,Simple Assault,B2,30-05-2018 16:14,2018,5,Wednesday,HARRISON AVE
I182041608,3803,Motor Vehicle Accident Response,C11,30-05-2018 15:24,2018,5,Wednesday,FREEPORT ST
I182041607,2647,Other,B2,30-05-2018 16:00,2018,5,Wednesday,ALLEGHANY ST
I182041606,3201,Property Lost,D14,30-05-2018 06:30,2018,5,Wednesday,COLBORNE RD
I182041605,801,Simple Assault,A1,30-05-2018 09:00,2018,5,Wednesday,CONGRESS ST
I182041603,617,Larceny,D4,30-05-2018 14:00,2018,5,Wednesday,BOYLSTON ST
I182041602,2647,Other,A7,30-05-2018 15:12,2018,5,Wednesday,MERIDIAN ST
I182041601,3115,Investigate Person,D4,30-05-2018 14:55,2018,5,Wednesday,HARRISON AVE
I182041600,802,Simple Assault,B3,30-05-2018 15:21,2018,5,Wednesday,WELLINGTON HILL ST
I182041599,1109,Fraud,D4,26-05-2018 16:22,2018,5,Saturday,E BROOKLINE ST
I182041598,3201,Property Lost,D14,29-05-2018 16:00,2018,5,Tuesday,SPARHAWK ST
I182041597,619,Larceny,A1,30-05-2018 11:50,2018,5,Wednesday,ATLANTIC AVE
I182041596,802,Simple Assault,D4,30-05-2018 15:13,2018,5,Wednesday,TREMONT ST
I182041595,3125,Warrant Arrests,E13,30-05-2018 15:19,2018,5,Wednesday,COLUMBUS AVE
I182041593,3201,Property Lost,B3,25-05-2018 15:22,2018,5,Friday,RIVER ST
I182041592,3115,Investigate Person,A1,30-05-2018 13:05,2018,5,Wednesday,PARK PLZ
I182041591,3109,Police Service Incidents,D14,30-05-2018 14:42,2018,5,Wednesday,CAMBRIDGE ST
I182041590,3301,Verbal Disputes,B2,30-05-2018 14:27,2018,5,Wednesday,WYOMING ST
I182041590,1402,Vandalism,B2,30-05-2018 14:27,2018,5,Wednesday,WYOMING ST
I182041589,3115,Investigate Person,A1,30-05-2018 13:58,2018,5,Wednesday,CHARLES ST
I182041588,3006,Medical Assistance,A1,30-05-2018 14:48,2018,5,Wednesday,FANEUIL HALL SQ
I182041587,3115,Investigate Person,E13,30-05-2018 14:34,2018,5,Wednesday,SOUTHBOURNE RD
I182041586,423,Aggravated Assault,D4,30-05-2018 14:37,2018,5,Wednesday,HARRISON AVE
I182041585,3114,Investigate Property,E18,30-05-2018 14:25,2018,5,Wednesday,SUMMIT ST
I182041584,3803,Motor Vehicle Accident Response,B2,30-05-2018 15:04,2018,5,Wednesday,MALCOLM X BLVD
I182041581,3006,Medical Assistance,C11,30-05-2018 14:32,2018,5,Wednesday,ALTHEA ST
I182041580,1109,Fraud,A1,26-05-2018 02:00,2018,5,Saturday,FANEUIL HALL MARKETPLACE
I182041579,3115,Investigate Person,E5,30-05-2018 15:00,2018,5,Wednesday,BEECH ST
I182041578,3301,Verbal Disputes,B2,30-05-2018 14:46,2018,5,Wednesday,NAZING ST
I182041577,3201,Property Lost,B2,29-05-2018 13:30,2018,5,Tuesday,LONGWOOD AVE
I182041576,413,Aggravated Assault,E18,30-05-2018 14:41,2018,5,Wednesday,HYDE PARK AVE
I182041575,3115,Investigate Person,A1,30-05-2018 12:40,2018,5,Wednesday,SOUTH ST
I182041574,3501,Missing Person Reported,B3,14-05-2018 00:00,2018,5,Monday,PARK ST
I182041574,3502,Missing Person Located,B3,14-05-2018 00:00,2018,5,Monday,PARK ST
I182041573,1402,Vandalism,B2,30-05-2018 06:00,2018,5,Wednesday,TREMONT ST
I182041572,3006,Medical Assistance,E5,30-05-2018 14:06,2018,5,Wednesday,SYCAMORE ST
I182041571,3410,Towed,D4,30-05-2018 09:53,2018,5,Wednesday,BEACON ST
I182041570,3201,Property Lost,D4,30-05-2018 14:33,2018,5,Wednesday,HARRISON AVE
I182041567,3109,Police Service Incidents,C6,30-05-2018 12:07,2018,5,Wednesday,COURTHOUSE WAY
I182041566,3114,Investigate Property,E5,30-05-2018 13:30,2018,5,Wednesday,BELGRADE AVE
I182041565,3115,Investigate Person,D4,30-05-2018 13:13,2018,5,Wednesday,NORTHAMPTON ST
I182041564,3201,Property Lost,B3,30-03-2018 14:19,2018,3,Friday,IRMA ST
I182041563,1841,Drug Violation,B3,30-05-2018 13:30,2018,5,Wednesday,HARVARD ST
I182041562,1001,Counterfeiting,A1,12/4/2018 8:00,2018,4,Thursday,WINTER ST
I182041561,802,Simple Assault,A1,30-05-2018 13:15,2018,5,Wednesday,HARRISON AVENUE EXT
I182041560,1102,Fraud,B2,21-05-2018 00:00,2018,5,Monday,WASHINGTON ST
I182041558,2647,Other,C11,30-05-2018 13:58,2018,5,Wednesday,GENEVA AVE
I182041557,2907,Violations,A15,30-05-2018 13:12,2018,5,Wednesday,WARREN ST
I182041556,2647,Other,C11,30-05-2018 12:40,2018,5,Wednesday,WASHINGTON ST
I182041555,617,Larceny,B3,23-05-2018 13:49,2018,5,Wednesday,GALLIVAN BLVD
I182041554,3006,Medical Assistance,E13,30-05-2018 09:25,2018,5,Wednesday,HYDE PARK AVE
I182041553,3008,Medical Assistance,D14,30-05-2018 12:21,2018,5,Wednesday,COMMONWEALTH AVE
I182041552,613,Larceny,E13,30-05-2018 13:08,2018,5,Wednesday,COLUMBUS AVE
I182041551,1402,Vandalism,C11,30-05-2018 12:19,2018,5,Wednesday,NEPONSET AVE
I182041551,2647,Other,C11,30-05-2018 12:19,2018,5,Wednesday,NEPONSET AVE
I182041551,801,Simple Assault,C11,30-05-2018 12:19,2018,5,Wednesday,NEPONSET AVE
I182041550,2629,Harassment,C6,30-05-2018 13:31,2018,5,Wednesday,BOLTON ST
I182041549,1402,Vandalism,C11,30-05-2018 00:30,2018,5,Wednesday,WESTVILLE ST
I182041548,3115,Investigate Person,D4,30-05-2018 10:14,2018,5,Wednesday,SAINT JAMES AVE
I182041547,3119,Firearm Discovery,A1,30-05-2018 13:00,2018,5,Wednesday,NEW SUDBURY ST
I182041546,3006,Medical Assistance,C11,30-05-2018 12:43,2018,5,Wednesday,DORCHESTER AVE
I182041545,2629,Harassment,B2,30-05-2018 12:27,2018,5,Wednesday,WILLIAMS ST
I182041544,613,Larceny,A1,30-05-2018 11:55,2018,5,Wednesday,FANEUIL HALL MARKETPLACE
I182041543,3201,Property Lost,C11,26-05-2018 16:30,2018,5,Saturday,BOWDOIN ST
I182041542,3501,Missing Person Reported,B2,28-04-2018 17:00,2018,4,Saturday,FARNHAM ST
I182041542,3502,Missing Person Located,B2,28-04-2018 17:00,2018,4,Saturday,FARNHAM ST
I182041541,3115,Investigate Person,E18,30-05-2018 12:33,2018,5,Wednesday,HYDE PARK AVE
I182041540,3114,Investigate Property,B3,30-05-2018 13:07,2018,5,Wednesday,PEACEVALE RD
I182041539,617,Larceny,C6,29-05-2018 20:00,2018,5,Tuesday,SOUTHAMPTON ST
I182041538,3115,Investigate Person,E13,30-05-2018 10:51,2018,5,Wednesday,WESTCHESTER RD
I182041537,3201,Property Lost,A1,24-05-2018 17:00,2018,5,Thursday,SUMMER ST
I182041536,3115,Investigate Person,E13,30-05-2018 13:03,2018,5,Wednesday,WALK HILL ST
I182041535,423,Aggravated Assault,B2,30-05-2018 12:10,2018,5,Wednesday,TREMONT ST
I182041535,2403,Disorderly Conduct,B2,30-05-2018 12:10,2018,5,Wednesday,TREMONT ST
I182041534,3410,Towed,C6,30-05-2018 12:57,2018,5,Wednesday,E SECOND ST
I182041533,1107,Fraud,E18,30-05-2018 12:57,2018,5,Wednesday,HYDE PARK AVE
I182041531,2647,Other,B2,30-05-2018 11:00,2018,5,Wednesday,MALCOLM X BLVD
I182041530,3502,Missing Person Located,C11,4/5/2018 0:00,2018,5,Friday,ADAMS ST
I182041529,614,Larceny From Motor Vehicle,E13,29-05-2018 17:00,2018,5,Tuesday,BROOKSIDE AVE
I182041528,3410,Towed,C11,30-05-2018 08:00,2018,5,Wednesday,MOUNT IDA RD
I182041526,2007,Restraining Order Violations,D14,30-05-2018 09:00,2018,5,Wednesday,JETTE CT
I182041525,614,Larceny From Motor Vehicle,D4,30-05-2018 08:30,2018,5,Wednesday,COMMONWEALTH AVE
I182041525,1300,Recovered Stolen Property,D4,30-05-2018 08:30,2018,5,Wednesday,COMMONWEALTH AVE
I182041524,3114,Investigate Property,E5,30-05-2018 11:41,2018,5,Wednesday,BLUE LEDGE DR
I182041523,3170,Other,C11,2/5/2018 0:00,2018,5,Wednesday,WASHINGTON ST
I182041522,2900,Other,E5,30-05-2018 10:47,2018,5,Wednesday,KEYSTONE ST
I182041521,3115,Investigate Person,A1,30-05-2018 10:31,2018,5,Wednesday,CHARLES ST
I182041518,802,Simple Assault,E18,30-05-2018 11:28,2018,5,Wednesday,TYLER ST
I182041517,1001,Counterfeiting,D4,30-05-2018 11:02,2018,5,Wednesday,DARTMOUTH ST
I182041516,3115,Investigate Person,C6,30-05-2018 08:12,2018,5,Wednesday,SOUTHAMPTON ST
I182041515,3115,Investigate Person,D4,30-05-2018 10:47,2018,5,Wednesday,W NEWTON ST
I182041512,3115,Investigate Person,E18,30-05-2018 11:11,2018,5,Wednesday,NEPONSET VALLEY PKWY
I182041511,542,Commercial Burglary,A1,29-05-2018 20:37,2018,5,Tuesday,WASHINGTON ST
I182041510,1402,Vandalism,A1,30-05-2018 00:00,2018,5,Wednesday,STATE ST
I182041509,3007,Medical Assistance,B2,30-05-2018 11:19,2018,5,Wednesday,HUNTINGTON AVE
I182041508,3807,Motor Vehicle Accident Response,B3,30-05-2018 11:09,2018,5,Wednesday,BLUE HILL AVE
I182041507,3201,Property Lost,B2,30-04-2018 11:24,2018,4,Monday,DUDLEY ST
I182041506,2647,Other,D4,30-05-2018 09:30,2018,5,Wednesday,SHAWMUT AVE
I182041505,3115,Investigate Person,A1,30-05-2018 10:15,2018,5,Wednesday,BOWDOIN SQ
I182041504,3115,Investigate Person,E18,23-05-2018 14:00,2018,5,Wednesday,TRUMAN PKWY
I182041503,3803,Motor Vehicle Accident Response,C11,30-05-2018 10:24,2018,5,Wednesday,
I182041502,3114,Investigate Property,B3,15-05-2018 09:52,2018,5,Tuesday,WELLINGTON HILL ST
I182041501,3410,Towed,D14,30-05-2018 10:01,2018,5,Wednesday,ALLSTON ST
I182041500,1402,Vandalism,C11,30-05-2018 10:05,2018,5,Wednesday,DORCHESTER AVE
I182041499,3125,Warrant Arrests,D4,30-05-2018 10:35,2018,5,Wednesday,ALBANY ST
I182041498,614,Larceny From Motor Vehicle,E18,30-05-2018 11:09,2018,5,Wednesday,BISMARCK ST
I182041497,3201,Property Lost,D14,22-05-2018 10:45,2018,5,Tuesday,COREY RD
I182041496,3201,Property Lost,E18,30-04-2018 08:05,2018,4,Monday,CHITTICK RD
I182041495,1001,Counterfeiting,A7,30-05-2018 11:04,2018,5,Wednesday,FALCON ST
I182041494,2629,Harassment,C6,30-05-2018 10:48,2018,5,Wednesday,W BROADWAY
I182041493,3820,Motor Vehicle Accident Response,D4,29-05-2018 16:55,2018,5,Tuesday,BEACON ST
I182041490,3803,Motor Vehicle Accident Response,C11,30-05-2018 10:17,2018,5,Wednesday,ADAMS ST
I182041489,3114,Investigate Property,D4,30-05-2018 10:32,2018,5,Wednesday,YAWKEY WAY
I182041487,616,Larceny,C11,29-05-2018 12:00,2018,5,Tuesday,DICKENS ST
I182041486,3006,Medical Assistance,C11,30-05-2018 09:23,2018,5,Wednesday,LINDEN ST
I182041485,3125,Warrant Arrests,B2,30-05-2018 09:26,2018,5,Wednesday,WARREN ST
I182041484,1102,Fraud,B2,30-05-2018 10:22,2018,5,Wednesday,WASHINGTON ST
I182041483,1001,Counterfeiting,C11,28-05-2018 08:00,2018,5,Monday,EVERTON ST
I182041482,3803,Motor Vehicle Accident Response,E13,30-05-2018 09:38,2018,5,Wednesday,S HUNTINGTON AVE
I182041481,617,Larceny,C11,30-05-2018 09:41,2018,5,Wednesday,GENEVA AVE
I182041480,3207,Property Found,D14,30-05-2018 09:00,2018,5,Wednesday,ARMINGTON ST
I182041478,3125,Warrant Arrests,B2,30-05-2018 09:43,2018,5,Wednesday,INTERVALE ST
I182041477,3201,Property Lost,C6,27-05-2018 10:00,2018,5,Sunday,W SEVENTH ST
I182041476,3831,Motor Vehicle Accident Response,A7,30-05-2018 08:50,2018,5,Wednesday,CONDOR ST
I182041473,3201,Property Lost,C11,24-05-2018 10:00,2018,5,Thursday,TALBOT AVE
I182041472,3830,Motor Vehicle Accident Response,D14,30-05-2018 09:34,2018,5,Wednesday,CHESTNUT HILL AVE
I182041471,3831,Motor Vehicle Accident Response,D14,23-05-2018 17:00,2018,5,Wednesday,SUTHERLAND RD
I182041469,3208,Property Lost,E5,30-05-2018 08:59,2018,5,Wednesday,REDLANDS RD
I182041468,2647,Other,E18,30-05-2018 08:47,2018,5,Wednesday,DANA AVE
I182041467,2005,Offenses Against Child / Family,E18,30-05-2018 09:28,2018,5,Wednesday,CHITTICK RD
I182041466,3831,Motor Vehicle Accident Response,A7,30-05-2018 09:02,2018,5,Wednesday,BREMEN ST
I182041465,3410,Towed,E13,30-05-2018 08:08,2018,5,Wednesday,PARKTON RD
I182041464,3801,Motor Vehicle Accident Response,A1,30-05-2018 08:45,2018,5,Wednesday,CAMBRIDGE ST
I182041463,615,Larceny From Motor Vehicle,A1,30-05-2018 08:05,2018,5,Wednesday,W CEDAR ST
I182041462,3201,Property Lost,E13,23-02-2018 09:00,2018,2,Friday,POND CIR
I182041461,2006,Restraining Order Violations,B3,30-05-2018 08:06,2018,5,Wednesday,LAURIAT ST
I182041459,3810,Motor Vehicle Accident Response,A1,25-05-2018 08:45,2018,5,Friday,CAMBRIDGE ST
I182041458,3831,Motor Vehicle Accident Response,B2,29-05-2018 21:00,2018,5,Tuesday,CLIFFORD ST
I182041457,614,Larceny From Motor Vehicle,E13,30-05-2018 00:00,2018,5,Wednesday,MOZART ST
I182041455,3820,Motor Vehicle Accident Response,D4,30-05-2018 08:15,2018,5,Wednesday,HARRISON AVE
I182041454,801,Simple Assault,A1,30-05-2018 07:35,2018,5,Wednesday,WINTER ST
I182041454,3201,Property Lost,A1,30-05-2018 07:35,2018,5,Wednesday,WINTER ST
I182041453,1402,Vandalism,D4,30-05-2018 07:30,2018,5,Wednesday,HARRISON AVE
I182041452,3114,Investigate Property,D4,30-05-2018 07:30,2018,5,Wednesday,HARRISON AVE
I182041451,3803,Motor Vehicle Accident Response,B2,30-05-2018 07:45,2018,5,Wednesday,TERRACE ST
I182041450,3109,Police Service Incidents,B3,30-05-2018 07:51,2018,5,Wednesday,FERNDALE ST
I182041449,3115,Investigate Person,C6,30-05-2018 08:02,2018,5,Wednesday,COLUMBIA RD
I182041448,2662,Ballistics,E18,30-05-2018 02:00,2018,5,Wednesday,NEWACRE RD
I182041447,3109,Police Service Incidents,C6,30-05-2018 06:52,2018,5,Wednesday,MONSIGNOR DENNIS F O'CALL
I182041446,1402,Vandalism,C11,30-05-2018 06:41,2018,5,Wednesday,WESTVILLE ST
I182041443,3801,Motor Vehicle Accident Response,C6,30-05-2018 06:01,2018,5,Wednesday,BOSTON ST
I182041440,614,Larceny From Motor Vehicle,C11,12/5/2018 20:00,2018,5,Saturday,RICHMOND ST
I182041439,3410,Towed,E5,30-05-2018 05:00,2018,5,Wednesday,WASHINGTON ST
I182041437,1849,Drug Violation,B3,30-05-2018 03:07,2018,5,Wednesday,AMERICAN LEGION HWY
I182041437,1300,Recovered Stolen Property,B3,30-05-2018 03:07,2018,5,Wednesday,AMERICAN LEGION HWY
I182041437,2907,Violations,B3,30-05-2018 03:07,2018,5,Wednesday,AMERICAN LEGION HWY
I182041436,2905,Violations,B2,30-05-2018 02:46,2018,5,Wednesday,HAMPDEN ST
I182041436,2906,Violations,B2,30-05-2018 02:46,2018,5,Wednesday,HAMPDEN ST
I182041436,1849,Drug Violation,B2,30-05-2018 02:46,2018,5,Wednesday,HAMPDEN ST
I182041433,2101,Operating Under the Influence,A1,30-05-2018 00:46,2018,5,Wednesday,BENNET ST
I182041432,802,Simple Assault,C11,30-05-2018 00:52,2018,5,Wednesday,BARRY ST
I182041432,3125,Warrant Arrests,C11,30-05-2018 00:52,2018,5,Wednesday,BARRY ST
I182041430,802,Simple Assault,B3,30-05-2018 01:07,2018,5,Wednesday,WHITFIELD ST
I182041427,3301,Verbal Disputes,C11,30-05-2018 00:15,2018,5,Wednesday,MONSIGNOR PATRICK J. LYDO
I182041425,3114,Investigate Property,D4,29-05-2018 23:47,2018,5,Tuesday,PETERBOROUGH ST
I182041424,3802,Motor Vehicle Accident Response,C11,29-05-2018 23:31,2018,5,Tuesday,DORCHESTER AVE
I182041423,2657,Other,B2,29-05-2018 23:48,2018,5,Tuesday,WAYLAND ST
I182041423,1501,Firearm Violations,B2,29-05-2018 23:48,2018,5,Tuesday,WAYLAND ST
I182041423,1843,Drug Violation,B2,29-05-2018 23:48,2018,5,Tuesday,WAYLAND ST
I182041423,2403,Disorderly Conduct,B2,29-05-2018 23:48,2018,5,Tuesday,WAYLAND ST
I182041421,3502,Missing Person Located,C11,29-05-2018 22:44,2018,5,Tuesday,DRAPER ST
I182041420,3802,Motor Vehicle Accident Response,E5,29-05-2018 22:53,2018,5,Tuesday,CENTRE ST
I182041419,3114,Investigate Property,B2,29-05-2018 23:06,2018,5,Tuesday,MONADNOCK ST
I182041418,3820,Motor Vehicle Accident Response,D4,29-05-2018 23:11,2018,5,Tuesday,BEACON ST
I182041417,3301,Verbal Disputes,B3,29-05-2018 22:53,2018,5,Tuesday,WOODHAVEN ST
I182041415,3831,Motor Vehicle Accident Response,B2,29-05-2018 22:35,2018,5,Tuesday,CLIFFORD ST
I182041413,3801,Motor Vehicle Accident Response,C6,29-05-2018 22:25,2018,5,Tuesday,E EIGHTH ST
I182041412,1843,Drug Violation,A1,29-05-2018 22:49,2018,5,Tuesday,
I182041411,3208,Property Lost,D4,29-05-2018 22:56,2018,5,Tuesday,MASSACHUSETTS AVE
I182041410,1102,Fraud,D4,18-04-2018 22:54,2018,4,Wednesday,E BROOKLINE ST
I182041409,2629,Harassment,D4,28-05-2018 01:18,2018,5,Monday,HUNTINGTON AVE
I182041408,2647,Other,B2,29-05-2018 21:51,2018,5,Tuesday,DEVON ST
I182041407,3301,Verbal Disputes,B2,29-05-2018 21:07,2018,5,Tuesday,GEORGE ST
I182041406,3410,Towed,A1,29-05-2018 22:21,2018,5,Tuesday,BULFINCH PL
I182041404,3502,Missing Person Located,E18,29-05-2018 21:20,2018,5,Tuesday,GORDON AVE
I182041403,3115,Investigate Person,B2,29-05-2018 21:38,2018,5,Tuesday,GREENVILLE ST
I182041402,3410,Towed,E18,29-05-2018 20:45,2018,5,Tuesday,WEBSTER ST
I182041401,3410,Towed,C6,29-05-2018 20:42,2018,5,Tuesday,
I182041400,3006,Medical Assistance,E5,29-05-2018 21:00,2018,5,Tuesday,CONGREVE ST
I182041397,619,Larceny,A15,26-05-2018 12:00,2018,5,Saturday,CONCORD ST
I182041395,1805,Drug Violation,C11,29-05-2018 20:37,2018,5,Tuesday,DORCHESTER AVE
I182041395,1102,Fraud,C11,29-05-2018 20:37,2018,5,Tuesday,DORCHESTER AVE
I182041395,1850,Drug Violation,C11,29-05-2018 20:37,2018,5,Tuesday,DORCHESTER AVE
I182041394,413,Aggravated Assault,B2,25-05-2018 22:50,2018,5,Friday,WASHINGTON ST
I182041393,3301,Verbal Disputes,C6,29-05-2018 20:49,2018,5,Tuesday,E FIFTH ST
I182041392,3805,Motor Vehicle Accident Response,C11,29-05-2018 21:30,2018,5,Tuesday,EVERETT ST
I182041391,2629,Harassment,E5,29-05-2018 20:31,2018,5,Tuesday,WASHINGTON ST
I182041391,3301,Verbal Disputes,E5,29-05-2018 20:31,2018,5,Tuesday,WASHINGTON ST
I182041390,3201,Property Lost,C6,29-05-2018 21:17,2018,5,Tuesday,LIBERTY DR
I182041389,2646,Liquor Violation,A1,29-05-2018 21:10,2018,5,Tuesday,TREMONT ST
I182041388,3803,Motor Vehicle Accident Response,D4,29-05-2018 18:43,2018,5,Tuesday,E CONCORD ST
I182041387,3115,Investigate Person,E5,29-05-2018 20:18,2018,5,Tuesday,BLUE LEDGE DR
I182041383,613,Larceny,D4,29-05-2018 19:25,2018,5,Tuesday,NEWBURY ST
I182041382,1402,Vandalism,C11,28-05-2018 23:00,2018,5,Monday,ELM LAWN
I182041381,616,Larceny,C6,29-05-2018 20:51,2018,5,Tuesday,W EIGHTH ST
I182041380,1402,Vandalism,B3,29-05-2018 20:07,2018,5,Tuesday,WESTMORE RD
I182041378,2204,Liquor Violation,A7,29-05-2018 20:43,2018,5,Tuesday,BREMEN ST
I182041377,724,Auto Theft,C6,29-05-2018 18:00,2018,5,Tuesday,SOUTHAMPTON ST
I182041376,3108,Fire Related Reports,C11,29-05-2018 19:36,2018,5,Tuesday,SAVIN HILL AVE
I182041375,413,Aggravated Assault,D4,29-05-2018 19:39,2018,5,Tuesday,MASSACHUSETTS AVE
